bc,co,date,location,no2,o3,pm10,pm25,so2
"","",2022-04-29,North Beach,"","",22.5102,"",""
"","",2022-04-29,Rillito,"","",42.5974,"",""
"","",2022-04-29,Weaverville,"","","",4.8505,""
"","",2022-04-29,Portsmouth,"",0.041,17.4198,4.3667,0.0025
"","",2022-04-29,Laurel Hill,"",0.05,"","",""
"","",2022-04-29,Chula Vista,"",0.0451,"","",""
"","",2022-04-29,BNTCR,"",0.0387,"","",""
"","",2022-04-29,BEACH ROAD,"",0.0293,"","",""
"","",2022-04-29,FAIRHOPE,"",0.0328,"","",""
"","",2022-04-29,Spokane-Monroe St.,"","","",3.9392,""
"","",2022-04-29,Terre Haute-Lafayett,"",0.0385,"","",""
"","",2022-04-29,Shreveport Airport,"",0.0424,"",13.9151,""
"","",2022-04-29,TCSE,"",0.0397,"","",""
"","",2022-04-29,Beaverton - Highland,"","","",3.1776,""
"","",2022-04-29,Aspen Pumphouse,"",0.0524,"","",""
"","",2022-04-29,Inland Port,0.001,0.0471,"",6.7797,""
"",0.1548,2022-04-29,South Phoenix,"",0.0412,39.6731,11.8269,""
"","",2022-04-29,St. Maries,"","","",8.3125,""
"","",2022-04-29,Dixie,"",0.0405,"","",""
"","",2022-04-29,LLCHD BAM,"","","",6.1488,""
"","",2022-04-29,LEGGETT,"",0.0294,"",4.432,""
"","",2022-04-29,Talent - Rapp Lane,"","","",3.4776,""
"","",2022-04-29,Wenatchee-Fifth St,"","","",4.3078,""
"","",2022-04-29,Tacoma-L St,"","","",3.6373,""
"","",2022-04-29,PM2.5 Mammoth Lakes,"","","",8.4951,""
"","",2022-04-29,Spruce Pine,"","","",6.472,""
"","",2022-04-29,Lamstein Lane,"",0.0383,"","",""
"","",2022-04-29,Nursery Rd.,"","","",3.0194,""
"","",2022-04-29,Centennial,"",0.0536,"","",""
"","",2022-04-29,HUNTINGTON,"",0.0378,"","",""
"","",2022-04-29,Atascadero2,0.0012,0.0402,19.4248,5.2743,""
"","",2022-04-29,Batavia,"",0.042,"",8.235,""
"","",2022-04-29,Wellpinit-Spokane Tr,"","","",12.8843,""
"","",2022-04-29,Mojave - CA 58 Busin,"",0.0571,"",5.82,""
"","",2022-04-29,Carlsbad Caverns - B,"",0.0555,"","",""
"","",2022-04-29,MCADORY,"",0.0326,"",14.1514,""
"","",2022-04-29,Colorado Springs - U,"",0.0571,"","",""
"","",2022-04-29,Winkler Pump Station,"","","",7.7356,""
"","",2022-04-29,Frederick Airport,"",0.0346,"","",""
"","",2022-04-29,Tulsa 0175,"","","","",4.0E-4
"","",2022-04-29,Sunny Farms West,"","","","",0.0026
"","",2022-04-29,FAIRFIELD,"",0.0416,"","",""
"","",2022-04-29,Middletown,"",0.0445,"","",""
"","",2022-04-29,Pee Dee,"",0.0351,"","",""
"","",2022-04-29,Turlock - S. Minaret,0.0051,0.0377,23.2941,5.4706,""
"","",2022-04-29,Ramapo,"",0.0451,"","",""
"","",2022-04-29,LAKE DUBAY,"",0.0436,"","",""
"","",2022-04-29,Quaker City,"",0.0516,"","",""
"","",2022-04-29,CHARLESTON,"",0.0399,"","",""
"","",2022-04-29,West Los Angeles - V,0.0129,0.0286,"","",""
"","",2022-04-29,Brainerd,"",0.0343,"",7.1349,""
"","",2022-04-29,GPORT YC,"",0.0318,"",13.0854,""
"","",2022-04-29,MERIDIAN,"",0.0213,"","",""
"","",2022-04-29,Rock Springs SLAMS,"","","",4.1969,""
"","",2022-04-29,Ann Arbor,"",0.0467,"","",""
"","",2022-04-29,Camp Pendleton,"",0.0464,"",12.2968,""
"","",2022-04-29,Idaho Falls PM2.5,"","","",3.3011,""
"","",2022-04-29,TRURO,"",0.0439,"","",""
"","",2022-04-29,La Union,"",0.0397,"","",""
0.163,"",2022-04-29,CCRI Providence,"","","",2.344,""
"","",2022-04-29,Cades Cove - GSMNP,"",0.0407,"","",""
"","",2022-04-29,St. Joseph,"","",22.4513,11.8788,""
"","",2022-04-29,Port Allen,"",0.0344,"","",""
"","",2022-04-29,Cape Elizabeth,"",0.0408,"","",""
"","",2022-04-29,CHERRYGR,"",0.0375,"","",""
"","",2022-04-29,Grand Teton NP - Sci,"",0.0425,"","",""
"","",2022-04-29,Auburn,"",0.0444,"",7.6607,""
"","",2022-04-29,Chalmette Vista,"","","","",0.0057
"",0.1929,2022-04-29,Mission Viejo,"",0.0441,"",18.612,""
"","",2022-04-29,Indpls-Ft. Harrison,"",0.0332,"","",""
"","",2022-04-29,Skyland Drive,"","","","",6.0E-4
"","",2022-04-29,Farrar,"",0.0434,"","",""
"","",2022-04-29,Globeville,0.0278,"","",10.6169,""
"","",2022-04-29,OAK PARK,"",0.0303,"","",""
"","",2022-04-29,Millbrook,"",0.047,"","",""
"","",2022-04-29,Conneaut,"",0.0299,"","",""
"","",2022-04-29,Narragansett,"",0.0458,"",1.232,""
"","",2022-04-29,PARR,"",0.0376,"","",""
"","",2022-04-29,ELDOSPGS,"",0.039,"",5.8487,""
"","",2022-04-29,Falcon Field Fire St,"",0.051,"","",""
"","",2022-04-29,Gridley,"","","",3.8939,""
"","",2022-04-29,ALSIP,"",0.0305,"","",""
"","",2022-04-29,Miami East HS,"",0.037,"","",""
"","",2022-04-29,Skyview,"",0.0497,"","",""
"","",2022-04-29,SYDNEY,"",0.0364,"",9.0779,""
"","",2022-04-29,KAHULUI,"","","",4.9667,""
"","",2022-04-29,West Union,"",0.0367,"","",""
"","",2022-04-29,West Duluth,"","","",2.7143,""
"","",2022-04-29,Kent-James & Central,"","","",4.0588,""
"","",2022-04-29,Pullman-Dexter Ave,"","","",3.0049,""
"","",2022-04-29,Gothic,"",0.0618,"","",""
"","",2022-04-29,BCSP,"",0.0477,"","",""
"","",2022-04-29,White Fish Dead End,"","",30.0291,"",""
"","",2022-04-29,Toll,"",0.0463,17.9903,5.3103,""
"","",2022-04-29,JOANBOLD,"",0.0634,"","",""
"","",2022-04-29,Maple Falls-Azure Wa,"","","",7.4392,""
"","",2022-04-29,Connecticut Hill,"",0.0459,"","",""
"","",2022-04-29,Alabama-Coushatta,"",0.0407,"","",""
"","",2022-04-29,Crockett,"",0.0512,"","",""
"","",2022-04-29,Oildale - 3311 Manor,"",0.0571,23.3077,"",""
"","",2022-04-29,22nd Street & Craycr,"",0.045,"","",""
"","",2022-04-29,Rocky Mountain NP,"",0.0588,"","",""
"","",2022-04-29,DETROIT - E 7 MILE,0.0113,0.0293,"","",""
"","",2022-04-29,Made,"","","","",0.0018
"","",2022-04-29,District 6,"",0.029,"","",""
"","",2022-04-29,Darrington-Fir St,"","","",6.2059,""
"","",2022-04-29,MUSKEGON,"",0.0409,"","",""
"",0.3208,2022-04-29,Forest Park,0.0134,"","",12.646,""
"","",2022-04-29,Potlatch,"","","",2.611,""
"","",2022-04-29,TUPELOAP,"",0.0308,"","",""
"","",2022-04-29,Kalispell Flathead E,"","",27.9286,"",""
"","",2022-04-29,Eastside,"",0.0441,"","",""
"","",2022-04-29,Big Bend  NP,"",0.0448,"","",""
"","",2022-04-29,Apache Junction,"","",35.7961,"",""
"","",2022-04-29,Pinal Air Park,"",0.0417,36.1262,"",""
"","",2022-04-29,Mammoth Lakes,"","",15.8182,"",""
"","",2022-04-29,Waterbury,"","","",5.0821,""
"","",2022-04-29,POMPANO_BEACH,"",0.0406,"",6.8448,""
"","",2022-04-29,Dawsonville,"",0.0432,"","",""
"","",2022-04-29,SAND ISLAND 2 - ANUE,"",0.0303,"",3.4222,""
"","",2022-04-29,Clarksboro,"",0.0456,"","",""
"","",2022-04-29,Bronx - IS52,"",0.0391,10.5577,4.4308,""
"","",2022-04-29,ATHENS,"","","",12.9519,""
"","",2022-04-29,CEDARS,"",0.0446,"","",""
"","",2022-04-29,Sunnyside-S 16th,"","","",7.0275,""
"","",2022-04-29,Brewster,"",0.0305,"","",""
"","",2022-04-29,LIBERTY,"",0.0373,"",6.6133,""
"","",2022-04-29,Pacific,"",0.0312,"","",""
"","",2022-04-29,Sloughhouse,"",0.0346,"",4.7069,""
"","",2022-04-29,Carpinteria,"",0.019,"","",""
"","",2022-04-29,LaPorte-E. Lincolnwa,"",0.036,"","",""
"","",2022-04-29,"Waterloo, Water Towe","","","",9.5333,""
"","",2022-04-29,Carville,"",0.0409,"","",""
"","",2022-04-29,Edgewood,"",0.0346,"",3.8772,""
"","",2022-04-29,Corvallis - Circle B,"","","",2.7624,""
"","",2022-04-29,San Marcos Staples R,"",0.028,"","",""
"","",2022-04-29,Ramblewood Park,"","",23.1589,"",""
"","",2022-04-29,PEORIA_F,"",0.0355,"","",""
"","",2022-04-29,Pride,"",0.033,"","",""
"","",2022-04-29,Perch River,"",0.0419,"","",""
"","",2022-04-29,PERKINSTOWN,"","","",7.96,""
"","",2022-04-29,Tonto National Monum,"",0.0538,"","",""
"","",2022-04-29,Jonesport,"",0.0318,"","",""
"","",2022-04-29,CASSOPOLIS,"",0.041,"","",""
"","",2022-04-29,Wilkes-Barre,"",0.0307,"","",""
"","",2022-04-29,Saul Martinez,"","",66.466,"",""
"","",2022-04-29,Nipomo RP,6.0E-4,0.0452,21.44,"",""
"","",2022-04-29,Moscow,"","","",-0.6019,""
"","",2022-04-29,Uxbridge,"",0.0428,"","",""
"","",2022-04-29,St Theodosius,"","","",10.1748,2.0E-4
"","",2022-04-29,Maple Canyon,"",0.0437,"","",""
"","",2022-04-29,Springfield City Hal,"","","",2.1552,""
"","",2022-04-29,Homestead NHP,"","","",12.8889,""
"","",2022-04-29,Saginaw - Delight Va,"",0.039,"","",""
"","",2022-04-29,Detroit Lake,"","","",1.8216,""
"","",2022-04-29,Petrified Forest NP,"",0.0544,"","",""
"","",2022-04-29,Trona - Athol and Te,"",0.0508,48.7383,"",""
"","",2022-04-29,Stanton,"",0.0288,"","",""
"","",2022-04-29,Queens,"",0.0405,"","",""
"","",2022-04-29,Mt Mitchell,"",0.0591,"","",""
"","",2022-04-29,SPRINGHILL,"",0.0339,"",11.3602,""
"","",2022-04-29,Fresno-Pacific,"","","",8.0941,""
"","",2022-04-29,Great Plains,"",0.0339,"","",""
"","",2022-04-29,Payson Well Site,"","",29.4138,"",""
"","",2022-04-29,Naperville,"","","",9.6709,""
"","",2022-04-29,Strongstown,"",0.0463,"",5.4092,""
"","",2022-04-29,Houston,"",0.0311,"",5.8712,""
"","",2022-04-29,Custer-Loomis (SO-AQ,"",0.0253,"",2.2922,""
"","",2022-04-29,San Juan Bautista AM,"","",18.4841,"",""
"","",2022-04-29,Cocoa Beach,"",0.0554,"","",""
"","",2022-04-29,Davey,"",0.0332,"","",""
"","",2022-04-29,South Reno,"",0.0448,"","",""
"","",2022-04-29,Ukiah Library,"","","",9.1842,""
"","",2022-04-29,Edgar Evins,"",0.053,"","",""
"","",2022-04-29,Flax Pond,"",0.045,"","",""
"","",2022-04-29,Andrew Johnson Elem.,"","","","",0.0036
"","",2022-04-29,Escalante,"",0.0651,"","",""
"","",2022-04-29,COMBS,"","",38.6854,"",""
"","",2022-04-29,Fairhaven2,"",0.0417,"","",""
"","",2022-04-29,Pembroke Exchange St,"","","","",0.003
"","",2022-04-29,Springfield Fire St1,"","","",8.099,""
"","",2022-04-29,Carlisle,"","","",4.8592,""
"","",2022-04-29,Eastman Ross N Robin,"","","","",0.0015
"","",2022-04-29,C GRANDE,"",0.0451,"","",""
"","",2022-04-29,Fairfield,"",0.0346,"","",""
"","",2022-04-29,Burlington,"","","",4.4248,""
"","",2022-04-29,KEWAUNEE,"",0.0466,"","",""
"","",2022-04-29,Dover,"","","",5.7505,""
"","",2022-04-29,WWTP BAM,"","",8.5,"",""
"","",2022-04-29,Summerville,"",0.0281,"","",""
"","",2022-04-29,Amanda Elem,"","","","",0.0026
"","",2022-04-29,Ashland Fire Dept,"","","",3.3688,""
"","",2022-04-29,Rockford,"","","",10.4825,""
"","",2022-04-29,VIENNA,"",0.0406,"","",""
"","",2022-04-29,Kendal,"","","",9.85,""
"","",2022-04-29,"Iowa City, Hoover Sc","","","",11.2695,""
"","",2022-04-29,Billlings Lockwood,"","","",4.2573,""
"","",2022-04-29,Lemmon Valley,"",0.0431,"","",""
"","",2022-04-29,POTAWATOMI,"",0.0451,"",6.4781,0.0
"","",2022-04-29,Popham Beach SP,"",0.0398,"","",""
"","",2022-04-29,Vincennes,"",0.0475,"","",""
"","",2022-04-29,Highland Reservoir -,"",0.0541,"","",""
"","",2022-04-29,ZION,"",0.0386,"","",""
"","",2022-04-29,Fairland,"",0.036,"","",""
"","",2022-04-29,Manhattan/IS143,"","","",3.9923,""
"","",2022-04-29,FRYPAN,"",0.0602,"","",""
"","",2022-04-29,White Springs Plant,"","","","",9.0E-4
"","",2022-04-29,Auburn 29th St,"","","",4.4459,""
"","",2022-04-29,Gillette SLAMS,"","","",5.1723,""
"",0.4228,2022-04-29,Welby - 78th Ave. &,0.0117,0.0454,"","",2.0E-4
"","",2022-04-29,Mesa Verde NP,"",0.055,"","",""
"","",2022-04-29,HICKORY,"","","",9.312,""
"","",2022-04-29,Portland Lane Middle,"","","",3.8416,""
"","",2022-04-29,Laramie SLAMS,"","","",5.7431,""
"","",2022-04-29,Conyers,"",0.0311,"","",""
"","",2022-04-29,SENEY,"",0.045,"",6.2579,""
"","",2022-04-29,Lake Georgetown C690,"",0.0281,"","",""
"","",2022-04-29,Shelton-W Franklin,"","","",5.698,""
"","",2022-04-29,Indian River Lagoon,"",0.051,"","",""
"","",2022-04-29,SHELDAHL,"",0.037,"","",""
"","",2022-04-29,Mayaguez 59,"",0.0155,"",14.7723,""
"","",2022-04-29,Cataño 40,"","","",5.3706,""
"","",2022-04-29,Colorado College,"","","",7.517,""
"","",2022-04-29,KNIGHT_P,"",0.0421,"",9.0796,""
"","",2022-04-29,Voyageurs NP,"",0.038,"","",""
"","",2022-04-29,State College,"",0.0418,"",4.7728,""
"","",2022-04-29,Riverside,"","","",19.1224,""
"","",2022-04-29,Moshannon,"",0.039,"","",""
"","",2022-04-29,Arvin - Di Giorgio S,"",0.0525,"","",""
"","",2022-04-29,Redhills/Shandon,"",0.0473,"","",""
"","",2022-04-29,French Settlement,"",0.0332,"",14.9802,""
"","",2022-04-29,Wadsworth-NV,"","",26.1212,"",""
"","",2022-04-29,Incline,"",0.0552,"","",""
"","",2022-04-29,Tioga County,"",0.0435,"",4.7424,""
"","",2022-04-29,Lake Forest Park-Tow,"","","",4.0363,""
"","",2022-04-29,Seattle-South Park,"","","",5.9608,""
"","",2022-04-29,Gresham Centennial H,"","","",3.4424,""
"","",2022-04-29,Mackville,"",0.052,"","",""
"","",2022-04-29,Boulder Reservoir,"",0.0498,"","",""
"","",2022-04-29,Mammoth Cave NP,"",0.0477,"","",""
"","",2022-04-29,Pfizer Lab,"",0.0421,"","",""
"","",2022-04-29,Pinnacle State Park,"",0.0434,"","",""
"","",2022-04-29,Palatka,"","",29.5192,"",""
"","",2022-04-29,Aldino,"",0.0463,"","",""
"","",2022-04-29,Hamilton PS 46,"","","",2.9913,""
"","",2022-04-29,PRYOR,"",0.0382,"","",""
"","",2022-04-29,Portland SE 12th and,"","","",3.8296,""
"","",2022-04-29,Lucerne Valley,"","",29.9439,"",""
"","",2022-04-29,YPT Campbell Ranch,"","",23.3462,"",""
"","",2022-04-29,Glen Oaks,"","",62.4579,"",""
"","",2022-04-29,Madras - Westside Sc,"","","",3.356,""
"","",2022-04-29,DYERSBURG,"","","",12.2222,""
"","",2022-04-29,LEMONT,"",0.0349,"","",""
"","",2022-04-29,NILWOOD,"",0.0309,"","",""
"","",2022-04-29,Boonville,"",0.0459,"","",""
"","",2022-04-29,Detroit Lakes,"",0.0311,"",8.8968,""
"","",2022-04-29,FVIEW,"",0.0575,"","",""
"","",2022-04-29,Port Townsend-San Ju,"","","",3.2402,""
"","",2022-04-29,GRAFTON,"",0.046,"","",""
"","",2022-04-29,Chelsea HP,"","","",3.6901,""
"","",2022-04-29,TRPA Office,"","","",8.2846,""
"","",2022-04-29,Tulalip-Totem Beach,"","","",1.8941,""
"","",2022-04-29,Michigan City-4th St,"",0.0357,"","",""
"","",2022-04-29,Vancouver-Blairmont,"",0.0313,"","",""
"","",2022-04-29,GARDINIER,"","",29.4159,"",""
"","",2022-04-29,Rocky Creek,"",0.0365,"","",""
"","",2022-04-29,Fountain Hills,"",0.0555,"","",""
"","",2022-04-29,Unionville,"",0.0453,"","",""
"","",2022-04-29,Woodstock,"",0.0415,"","",""
"","",2022-04-29,Bullhead City,"","",53.6667,"",""
"","",2022-04-29,COLOMA,"",0.0435,"","",""
"","",2022-04-29,St. Paul-Harding H.S,"","","",9.6087,""
"","",2022-04-29,Colbert-Greenbluff,"","","",6.6206,""
"","",2022-04-29,Toppenish-Yakama Tri,"","","",6.1569,""
"","",2022-04-29,Laurel,"","",37.6535,"",""
"","",2022-04-29,Port Manatee,"","","","",0.0011
"","",2022-04-29,Odiorne State Park,"",0.0405,"","",""
"","",2022-04-29,Sinclair,"","","",8.766,""
"","",2022-04-29,New Garden,"",0.0428,"",5.2608,""
"","",2022-04-29,SUMERDUCK,"",0.0395,"","",""
"","",2022-04-29,Grand Island DOT,"","","",8.1026,""
"","",2022-04-29,HELENA,"",0.0374,"","",""
"","",2022-04-29,John Day Dayton St,"","","",2.4455,""
"","",2022-04-29,Bill Stanley,"","",23.4653,"",""
"","",2022-04-29,Quincy BAM,"","","",4.625,""
"","",2022-04-29,Rifle Ozone,"",0.0513,"","",""
"","",2022-04-29,County Sheriff Impou,"",0.0429,"","",""
"","",2022-04-29,Mannford,"",0.0337,"","",""
"","",2022-04-29,CARTHAGE,"","",18.1416,"",""
"","",2022-04-29,TAIT CUMMINS,"","","","",0.0
"","",2022-04-29,Loudonville,"",0.0433,"","",""
"","",2022-04-29,BUTNER,"",0.0339,"","",""
"","",2022-04-29,A Street,"","","",3.6634,""
"","",2022-04-29,DEER,"",0.0501,"","",""
"","",2022-04-29,"Waverly, Airport","",0.0264,"","",""
"","",2022-04-29,Montevallo,"","","","",2.0E-4
"","",2022-04-29,Queen Valley,"",0.0551,"","",""
"","",2022-04-29,Jerseydale (seasonal,"",0.0505,"","",""
"","",2022-04-29,Palisade Ozone,"",0.0554,"","",""
"","",2022-04-29,Valley Central,"",0.046,"","",""
"","",2022-04-29,Happy Hill,"","","","",0.0028
"","",2022-04-29,Blackwater NWR,"",0.0522,"","",""
"","",2022-04-29,Hoxeyville,"",0.0528,"","",""
"","",2022-04-29,Oxford,"",0.0449,"","",""
"","",2022-04-29,Boulder - CU - 2102,"","","",7.0133,""
"","",2022-04-29,Bend Pine Ridge Elem,"","","",2.7552,""
"","",2022-04-29,Flagstaff Middle Sch,"",0.063,"","",""
"","",2022-04-29,Shoshone Bannock Tri,"","",12.5385,"",""
"","",2022-04-29,Thibodaux,"",0.0323,"",12.6433,""
"","",2022-04-29,Tillamook Forestry D,"","","",2.6208,""
"","",2022-04-29,Deer Creek,"",0.0469,"","",""
"","",2022-04-29,PERCY PRIEST DAM,"",0.032,"","",""
"","",2022-04-29,Lido Park; McKinley,"",0.0422,"","",""
"","",2022-04-29,EVANS,"",0.042,"","",""
"","",2022-04-29,Minneapolis - Bottin,"","",20.5952,"",""
"","",2022-04-29,Olancha,"","",23.8738,"",""
"","",2022-04-29,East Austin C1619,"",0.0283,"","",""
"","",2022-04-29,710 Near Road,0.0253,"","","",""
"","",2022-04-29,Stillwater,"",0.0456,"","",""
"","",2022-04-29,Cave Junction Forest,"","","",3.4024,""
"","",2022-04-29,Lakeview - Center &,"","","",3.704,""
"","",2022-04-29,Salladasburg,"","","",5.5184,""
"","",2022-04-29,Alhambra,"",0.0472,"","",""
"","",2022-04-29,University Meadows,"",0.0372,"","",""
"","",2022-04-29,Winthrop-Chewuch Rd,"","","",4.2724,""
"","",2022-04-29,Garrison Arena,"",0.0303,"","",""
"","",2022-04-29,WHEELING,"",0.0369,"","",""
"","",2022-04-29,Cortez Ozone,"",0.049,"","",""
"","",2022-04-29,BETHANY,"",0.0408,"","",""
"","",2022-04-29,Roosevelt High Schoo,"","","",3.5408,""
"","",2022-04-29,Blue Point Sheriff S,"",0.0504,"","",""
"","",2022-04-29,GADSDEN,"","","",14.2718,""
"","",2022-04-29,Chester BAM,"","","",9.125,""
"","",2022-04-29,St. Paul - Downtown,"","",17.3175,"",""
"","",2022-04-29,Prineville - Davidso,"","","",1.8392,""
"","",2022-04-29,Kennesaw,"",0.0423,"","",""
"","",2022-04-29,Portage-Hwy 12,"","",16.2136,"",""
"","",2022-04-29,Hammond-141st St,"",0.035,"","",""
"","",2022-04-29,South Carroll,"",0.0427,"","",""
"","",2022-04-29,Yellowstone NP,"",0.044,"","",""
"","",2022-04-29,Lizard Tail,"","",23.9592,"",""
"","",2022-04-29,Riviera Beach,"","","","",0.0011
"","",2022-04-29,Jackson - Clinton,"",0.0341,"","",""
"","",2022-04-29,Hope,"",0.037,"","",""
"","",2022-04-29,Holman Rd,"","",29.632,"",""
"","",2022-04-29,London,"",0.0361,"","",""
"","",2022-04-29,Anacortes-Bartholome,"","","",2.4461,""
"","",2022-04-29,Elkhorn,"",0.0333,"","",""
"","",2022-04-29,"Herculaneum, Mott St","","","","",0.0014
"","",2022-04-29,Huron,"","","",6.6824,""
"","",2022-04-29,Madison,"",0.0444,"","",""
"","",2022-04-29,Irmo,"","","",11.6835,""
"","",2022-04-29,Foley West,"",0.0385,"","",""
"","",2022-04-29,St. Philips,"",0.0385,"","",""
"","",2022-04-29,Bethel Smith Farm Ro,"",0.0418,"","",""
"","",2022-04-29,FAB,"","","",5.1,""
"","",2022-04-29,Methodist Hill,"",0.0464,"","",""
"","",2022-04-29,Mill Site,"","",29.9029,"",""
"","",2022-04-29,Fort Mountain,"",0.0607,"","",""
"","",2022-04-29,PG Equestrian Center,"",0.0309,"","",""
"","",2022-04-29,Crawford Woods,"",0.039,"","",""
"","",2022-04-29,Laird Eng Bldg,"","","",7.8175,""
